_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,ev0a,ev10a,ev11a,ev12a,ev13a,ev14a,ev15a,ev16a,ev17a,ev18a,ev19a,ev1a,ev20a,ev21a,ev22a,ev23a,ev24a,ev25a,ev26a,ev27a,ev28a,ev29a,ev2a,ev3a,ev4a,ev5a,ev6a,ev7a,ev8a,ev9a,eventstate0,eventstate1,eventstate10,eventstate11,eventstate12,eventstate13,eventstate14,eventstate15,eventstate16,eventstate17,eventstate18,eventstate19,eventstate2,eventstate20,eventstate21,eventstate22,eventstate23,eventstate24,eventstate25,eventstate26,eventstate27,eventstate28,eventstate29,eventstate3,eventstate4,eventstate5,eventstate6,eventstate7,eventstate8,eventstate9,eventtype0,eventtype1,eventtype10,eventtype11,eventtype12,eventtype13,eventtype14,eventtype15,eventtype16,eventtype17,eventtype18,eventtype19,eventtype2,eventtype20,eventtype21,eventtype22,eventtype23,eventtype24,eventtype25,eventtype26,eventtype27,eventtype28,eventtype29,eventtype3,eventtype4,eventtype5,eventtype6,eventtype7,eventtype8,eventtype9,noevents,othertextfield0,othertextfield1,othertextfield10,othertextfield11,othertextfield12,othertextfield13,othertextfield14,othertextfield15,othertextfield16,othertextfield17,othertextfield18,othertextfield19,othertextfield2,othertextfield20,othertextfield21,othertextfield22,othertextfield23,othertextfield24,othertextfield25,othertextfield26,othertextfield27,othertextfield28,othertextfield29,othertextfield3,othertextfield4,othertextfield5,othertextfield6,othertextfield7,othertextfield8,othertextfield9,step_2_for_each_event_you_have_highlighted_select_the_event_state_and_the_event_type,verification,id,sentence,,
714042492,6/7/2015 02:11:10,1653945125,6/7/2015 02:08:57,false,elite,0.947,31848532,USA,CA,San Jose,198.23.76.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,because no event are there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,UNESCO declared it a protected site for its beauty and its historical significance . ',,
714042492,6/7/2015 03:56:02,1653985114,6/7/2015 03:55:14,false,dailyrewardsca,0.9721,32196253,CAN,AB,Calgary,162.157.48.49,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,UNESCO declared it a protected site for its beauty and its historical significance . ',,
714042492,6/7/2015 16:22:36,1654257456,6/7/2015 16:22:13,false,superrewards,0.9663,31767535,GBR,"","",90.221.68.104,1-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,UNESCO declared it a protected site for its beauty and its historical significance . ',,
714042492,6/7/2015 20:58:10,1654448841,6/7/2015 20:57:34,false,clixsense,0.9619,31813170,GBR,E5,Gateshead,151.227.253.42,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,UNESCO declared it a protected site for its beauty and its historical significance . ',,
714042492,6/7/2015 21:11:39,1654455318,6/7/2015 21:11:03,false,instagc,0.9345,32962332,GBR,K2,Oxford,2.97.113.46,0-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,UNESCO declared it a protected site for its beauty and its historical significance . ',,
714042492,6/8/2015 08:02:43,1655000784,6/8/2015 08:01:31,false,clixsense,0.9457,6355877,GBR,J5,Whitley Bay,77.98.220.230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,UNESCO declared it a protected site for its beauty and its historical significance . ',,
714042492,6/8/2015 10:33:28,1655194841,6/8/2015 10:32:25,false,instagc,0.9498,19425875,USA,OH,Mansfield,71.50.37.124,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,UNESCO declared it a protected site for its beauty and its historical significance . ',,
714042493,5/10/2015 16:30:12,1633688383,5/10/2015 16:29:50,false,elite,0.9706,32303982,GBR,H2,Lytham,80.42.186.22,2,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,Is happening,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,62,Serbian police say they are trying to eliminate the pro-independence Kosovo Liberation Army and restore order . ',,
714042493,5/10/2015 18:36:42,1633726581,5/10/2015 18:36:21,false,prodege,0.9733,16878855,CAN,BC,Fort Saint John,216.232.163.142,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62,Serbian police say they are trying to eliminate the pro-independence Kosovo Liberation Army and restore order . ',,
714042493,5/10/2015 23:28:10,1633836132,5/10/2015 23:26:23,false,gifthunterclub,0.9714,24043308,GBR,"","",94.102.147.250,5,,,,,,,,,,,14,,,,,,,,,,,15,,,,,,,,Is happening,Is happening,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,Intention or Attempt,Intention or Attempt,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,62,Serbian police say they are trying to eliminate the pro-independence Kosovo Liberation Army and restore order . ',,
714042493,5/11/2015 03:52:45,1633911478,5/11/2015 03:52:11,false,instagc,0.9732,27914150,USA,TX,Dallas,72.190.59.224,2,,,,,,,,,,,5-7,,,,,,,,,,,,,,,,,,,Is happening,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,62,Serbian police say they are trying to eliminate the pro-independence Kosovo Liberation Army and restore order . ',,
714042493,5/11/2015 05:23:23,1633934114,5/11/2015 05:22:53,false,instagc,0.964,27597031,USA,VA,Manassas,108.31.34.199,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62,Serbian police say they are trying to eliminate the pro-independence Kosovo Liberation Army and restore order . ',,
714042493,5/11/2015 07:03:52,1633956543,5/11/2015 07:03:03,false,superrewards,0.9659,24796792,USA,NY,New York,72.80.63.240,0-1,,,,,,,,,,,10-12,,,,,,,,,,,,,,,,,,,Is happening,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,62,Serbian police say they are trying to eliminate the pro-independence Kosovo Liberation Army and restore order . ',,
714042493,5/11/2015 08:21:48,1633976488,5/11/2015 08:21:00,false,prodege,0.9498,14848125,GBR,L6,Shrewsbury,86.138.223.142,7,,,,,,,,,,,,,,,,,,,,,,14-15,,,,,,,,Will happen,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,62,Serbian police say they are trying to eliminate the pro-independence Kosovo Liberation Army and restore order . ',,
714042493,5/11/2015 16:03:36,1634131989,5/11/2015 16:01:58,false,clixsense,0.9294,11106820,USA,MA,Taunton,173.48.52.95,1,,,,,,,,,,,5,,,,,,,,,,,14,15,,,,,,,Is happening,Is happening,,,,,,,,,,,Is happening,,,,,,,,,,,Is happening,,,,,,,Reporting,Reporting,,,,,,,,,,,Reporting,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,62,Serbian police say they are trying to eliminate the pro-independence Kosovo Liberation Army and restore order . ',,
714042493,5/11/2015 16:42:19,1634150859,5/11/2015 16:41:46,false,instagc,0.9598,30475714,USA,OH,Salem,71.74.157.145,5-7,,,,,,,,,,,14-15,,,,,,,,,,,,,,,,,,,Is happening,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,62,Serbian police say they are trying to eliminate the pro-independence Kosovo Liberation Army and restore order . ',,
714042493,5/11/2015 19:38:09,1634322696,5/11/2015 19:37:51,false,zoombucks,0.9548,4711962,CAN,ON,Markham,174.88.29.12,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Is happening,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,62,Serbian police say they are trying to eliminate the pro-independence Kosovo Liberation Army and restore order . ',,
714042493,5/12/2015 01:58:49,1634502567,5/12/2015 01:57:23,false,elite,0.9469,31441522,IRL,"","",185.51.72.255,2,,,,,,,,,,,7,,,,,,,,,,,14,5,,,,,,,Is happening,Will happen,,,,,,,,,,,Will happen,,,,,,,,,,,Is happening,,,,,,,Reporting,Intention or Attempt,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,62,Serbian police say they are trying to eliminate the pro-independence Kosovo Liberation Army and restore order . ',,
714042493,5/12/2015 02:36:33,1634522382,5/12/2015 02:35:33,false,instagc,0.9354,32556346,USA,PA,Warren,207.255.244.59,2,,,,,,,,,,,7,,,,,,,,,,,9,14-15,,,,,,,Is happening,Will happen,,,,,,,,,,,Is happening,,,,,,,,,,,Will happen,,,,,,,Reporting,Intention or Attempt,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,62,Serbian police say they are trying to eliminate the pro-independence Kosovo Liberation Army and restore order . ',,
714042493,5/12/2015 04:45:36,1634586619,5/12/2015 04:42:44,false,clixsense,0.8275,6576528,CAN,SK,Regina,24.72.57.229,0,,,,,,,,,,,1,,,,,,,,,,,3,9,10,14,15,,,,Is happening,Is happening,,,,,,,,,,,Has happened,,,,,,,,,,,Has happened,Has happened,Is happening,Is happening,,,,Reporting,Perception,,,,,,,,,,,Reporting,,,,,,,,,,,Reporting,Perception,Perception,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,62,Serbian police say they are trying to eliminate the pro-independence Kosovo Liberation Army and restore order . ',,
714042493,5/12/2015 09:18:16,1634734314,5/12/2015 09:17:46,false,inboxpounds,0.9059,29059658,GBR,H9,London,79.77.3.89,5-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62,Serbian police say they are trying to eliminate the pro-independence Kosovo Liberation Army and restore order . ',,
714042493,5/12/2015 11:09:29,1634833296,5/12/2015 11:06:04,false,clixsense,0.9462,32376010,IRL,7,Dublin,37.228.229.228,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62,Serbian police say they are trying to eliminate the pro-independence Kosovo Liberation Army and restore order . ',,
714042494,5/12/2015 21:07:38,1635318817,5/12/2015 21:06:52,false,elite,0.9295,30064988,GBR,H3,Leeds,92.29.156.184,5-6,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,Will happen,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,At least 50000 U.S. troops are expected to be committed to Desert Shield within weeks  including Marines  Army air assault forces  paratroopers and infantry . ',,
714042494,5/13/2015 00:52:53,1635478232,5/13/2015 00:52:20,false,zoombucks,0.951,4688131,CAN,BC,Vancouver,75.156.91.114,5-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63,At least 50000 U.S. troops are expected to be committed to Desert Shield within weeks  including Marines  Army air assault forces  paratroopers and infantry . ',,
714042494,5/14/2015 19:46:08,1636503369,5/14/2015 19:45:48,false,prodege,0.9569,3587109,CAN,NS,Sydney,142.177.43.253,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63,At least 50000 U.S. troops are expected to be committed to Desert Shield within weeks  including Marines  Army air assault forces  paratroopers and infantry . ',,
714042494,5/14/2015 23:07:42,1636614307,5/14/2015 23:07:00,false,prodege,0.9441,31708939,USA,CA,Hacienda Heights,76.90.162.17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63,At least 50000 U.S. troops are expected to be committed to Desert Shield within weeks  including Marines  Army air assault forces  paratroopers and infantry . ',,
714042494,5/15/2015 07:50:53,1636793041,5/15/2015 07:50:06,false,prodege,0.9523,18793920,USA,CA,Salinas,73.162.0.87,6,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,Will happen,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,At least 50000 U.S. troops are expected to be committed to Desert Shield within weeks  including Marines  Army air assault forces  paratroopers and infantry . ',,
714042494,5/15/2015 11:25:15,1636851169,5/15/2015 11:24:37,false,clixsense,0.9553,31579138,AUS,2,Hurstville,14.200.129.68,9-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63,At least 50000 U.S. troops are expected to be committed to Desert Shield within weeks  including Marines  Army air assault forces  paratroopers and infantry . ',,
714042494,5/15/2015 18:02:48,1637088107,5/15/2015 18:01:44,false,instagc,0.9556,31861996,USA,FL,Homestead,73.46.199.178,6-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63,At least 50000 U.S. troops are expected to be committed to Desert Shield within weeks  including Marines  Army air assault forces  paratroopers and infantry . ',,
714042494,5/15/2015 23:44:14,1637296369,5/15/2015 23:43:25,false,clixsense,0.9219,25038425,AUS,2,Sydney,49.182.141.128,2-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63,At least 50000 U.S. troops are expected to be committed to Desert Shield within weeks  including Marines  Army air assault forces  paratroopers and infantry . ',,
714042494,5/16/2015 11:29:47,1637590059,5/16/2015 11:29:05,false,gifthunterclub,0.9291,30901412,GBR,G5,Margate,85.210.126.166,11,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,Will happen,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,At least 50000 U.S. troops are expected to be committed to Desert Shield within weeks  including Marines  Army air assault forces  paratroopers and infantry . ',,
714042494,5/16/2015 13:27:54,1637624147,5/16/2015 13:27:11,false,prodege,0.9477,26499212,CAN,ON,Cambridge,70.27.17.155,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63,At least 50000 U.S. troops are expected to be committed to Desert Shield within weeks  including Marines  Army air assault forces  paratroopers and infantry . ',,
714042494,5/16/2015 13:37:38,1637627099,5/16/2015 13:36:51,false,fusioncash,0.9334,23163165,USA,GA,Marietta,71.199.144.152,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63,At least 50000 U.S. troops are expected to be committed to Desert Shield within weeks  including Marines  Army air assault forces  paratroopers and infantry . ',,
714042494,5/17/2015 09:28:28,1638011193,5/17/2015 09:27:25,false,dailyrewardsca,0.9543,32219778,CAN,ON,Ottawa,135.23.113.44,,,,,,,,,,,,9,,,,,,,,,,,5-6,,,,,,,,,Will happen,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,At least 50000 U.S. troops are expected to be committed to Desert Shield within weeks  including Marines  Army air assault forces  paratroopers and infantry . ',,
714042494,5/17/2015 11:20:32,1638029931,5/17/2015 11:18:52,false,prodege,0.9498,14848125,GBR,L6,Shrewsbury,86.138.223.142,,,,,,,,,,,,11-12,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63,At least 50000 U.S. troops are expected to be committed to Desert Shield within weeks  including Marines  Army air assault forces  paratroopers and infantry . ',,
714042494,5/17/2015 13:10:31,1638050353,5/17/2015 13:09:23,false,prodege,0.9503,14528761,GBR,V2,Glasgow,2.222.244.231,11,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,Will happen,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,At least 50000 U.S. troops are expected to be committed to Desert Shield within weeks  including Marines  Army air assault forces  paratroopers and infantry . ',,
714042494,5/17/2015 16:12:34,1638094776,5/17/2015 16:09:04,false,clixsense,0.9589,17950689,GBR,Y9,Tonypandy,92.2.44.79,11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63,At least 50000 U.S. troops are expected to be committed to Desert Shield within weeks  including Marines  Army air assault forces  paratroopers and infantry . ',,
714042495,5/11/2015 19:41:31,1634324789,5/11/2015 19:41:16,false,zoombucks,0.9548,4711962,CAN,ON,Markham,174.88.29.12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64, We \'re very pleased with the new deal . ',,
714042495,5/12/2015 02:10:39,1634508554,5/12/2015 02:09:33,false,elite,0.9469,31441522,IRL,"","",185.51.72.255,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Someone is in a certain state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64, We \'re very pleased with the new deal . ',,
714042495,5/12/2015 02:42:30,1634525585,5/12/2015 02:41:54,false,instagc,0.9354,32556346,USA,PA,Warren,207.255.244.59,7-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64, We \'re very pleased with the new deal . ',,
714042495,5/12/2015 05:03:04,1634595421,5/12/2015 04:59:28,false,clixsense,0.8275,6576528,CAN,SK,Regina,24.72.57.229,2,,,,,,,,,,,4,,,,,,,,,,,6,7,8,,,,,,Has happened,Has happened,,,,,,,,,,,Has happened,,,,,,,,,,,Has happened,Is happening,,,,,,Intention or Attempt,Perception,,,,,,,,,,,Perception,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,64, We \'re very pleased with the new deal . ',,
714042495,5/12/2015 09:25:47,1634739018,5/12/2015 09:25:15,false,inboxpounds,0.9059,29059658,GBR,H9,London,79.77.3.89,6-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64, We \'re very pleased with the new deal . ',,
714042495,5/12/2015 18:29:06,1635136824,5/12/2015 18:28:40,false,prodege,0.9212,4253262,CAN,ON,Aylmer,206.132.49.137,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64, We \'re very pleased with the new deal . ',,
714042495,5/12/2015 20:09:23,1635279843,5/12/2015 20:08:39,false,prodege,0.9308,20464581,IRL,10,Galway,86.46.46.125,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64, We \'re very pleased with the new deal . ',,
714042495,5/12/2015 20:54:33,1635310243,5/12/2015 20:54:12,false,clixsense,0.9496,22518719,GBR,J8,Nottingham,86.10.69.152,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64, We \'re very pleased with the new deal . ',,
714042495,5/12/2015 21:04:23,1635316542,5/12/2015 21:03:48,false,elite,0.9295,30064988,GBR,H3,Leeds,92.29.156.184,4,,,,,,,,,,,7-8,,,,,,,,,,,,,,,,,,,Is happening,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64, We \'re very pleased with the new deal . ',,
714042495,5/13/2015 00:50:52,1635476784,5/13/2015 00:50:29,false,zoombucks,0.951,4688131,CAN,BC,Vancouver,75.156.91.114,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64, We \'re very pleased with the new deal . ',,
714042495,5/13/2015 10:27:10,1635684350,5/13/2015 10:26:50,false,bitcoinget,0.9297,21614812,USA,PA,Erie,174.100.250.115,,,,,,,,,,,,4-8,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64, We \'re very pleased with the new deal . ',,
714042495,5/13/2015 17:37:08,1635886768,5/13/2015 17:36:36,false,gifthunterclub,0.9291,30901412,GBR,G5,Folkestone,85.210.118.169,7,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,Has happened,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64, We \'re very pleased with the new deal . ',,
714042495,5/14/2015 19:44:58,1636502896,5/14/2015 19:44:07,false,prodege,0.9569,3587109,CAN,NS,Sydney,142.177.43.253,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64, We \'re very pleased with the new deal . ',,
714042495,5/14/2015 23:04:16,1636612620,5/14/2015 23:03:37,false,prodege,0.9441,31708939,USA,CA,Hacienda Heights,76.90.162.17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64, We \'re very pleased with the new deal . ',,
714042495,5/14/2015 23:47:39,1636631968,5/14/2015 23:45:25,false,instagc,0.9655,21956458,USA,MN,Thief River Falls,24.225.118.170,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64, We \'re very pleased with the new deal . ',,
