ABC19980108.1830.0711_20|Nobody believe this any more .
wsj_0026_2|Previously , watch imports were denied such duty-free treatment .
wsj_0026_3|Timex had requested duty-free treatment for many types of watches , covered by 58 different U.S. tariff classifications .
wsj_0026_4|The White House said Mr. Bush decided to grant duty-free status for 18 categories , but turned down such treatment for other types of watches ' because of the potential for material injury to watch producers located in the U.S. and the Virgin Islands . '
wsj_0026_5|Timex is a major U.S. producer and seller of watches , including low-priced battery-operated watches assembled in the Philippines and other developing nations covered by the U.S. tariff preferences .
wsj_0026_6|U.S. trade officials said the Philippines and Thailand would be the main beneficiaries of the president 's action .
wsj_0026_7|Imports of the types of watches that now will be eligible for duty-free treatment totaled about $37.3 million in 1988 , a relatively small share of the $1.5 billion in U.S. watch imports that year , according to an aide to U.S. Trade Representative Carla Hills .
wsj_0709_4|Results for that quarter included a $30 million , or 40 cents a share , write-down associated with the consolidation of a facility .
wsj_0709_2|The funeral home and cemetery operator changed from a fiscal year to a calendar year in December .
wsj_0709_3|In the comparable year-ago quarter , the second quarter ended Oct. 31 , Service Corp. had a loss of about $12.5 million , or 26 cents a share , on revenue of $175.4 million .
wsj_0709_0|Service Corp. International said it expects to report net income of 15 cents a share for the third quarter .
wsj_0709_1|The company said it expects to release third-quarter results in mid-November .
wsj_0610_39|As expected , Kellogg reported lower third-quarter earnings .
wsj_0610_38|Last year , the company earned $480.4 million , or $3.90 a share , on sales of $4.3 billion .
wsj_0662_2|Kofcoh is a New York holding company for Rosalco Inc. , which imports furniture and other items .
wsj_0662_3|David L. Koffman , president and chief executive officer of Jayark , holds about 40% of Kofcoh , Jayark said .
wsj_0662_0|Jayark Corp. agreed to pay $4 million in cash , $2 million of 12% convertible debentures , and 1.6 million common shares to acquire closely held Kofcoh Imports Inc. In over-the-counter trading Friday , Jayark was quoted at 87.5 cents bid , down 15.625 cents .
wsj_0662_1|At the market price , the transaction has a total indicated value of $7.4 million .
wsj_0662_6|The transaction is subject to approval by a panel of disinterested directors , the company said , adding that shareholder approval is n 't needed .
wsj_0610_32|But in recent weeks , construction-industry sources reported that early preparation work was slowing at the 185-acre site .
wsj_0662_4|Jayark , New York , distributes and rents audio-visual equipment and prints promotional ads for retailers .
wsj_0662_5|In the quarter ended July 31 , Jayark had an average of 5.6 million shares outstanding .
wsj_0542_8|Late last week , representatives of Dow Jones and Telerate began negotiations about the terms of the offer , but those talks did n 't result in any changes in the offer .
wsj_1035_5|' They have to continue to tighten their belts , ' said Craig Kloner , an analyst at Goldman , Sachs amp Co.
wsj_1035_4|Analysts had expected Consolidated to post a slim profit , and the company 's stock was down only 25 cents to $30.25 in New York Stock Exchange composite trading yesterday .
wsj_1035_3|Profit also suffered because of ' intense ' discounting in its long-haul trucking business , the company said .
wsj_1035_2|Revenue totaled $1.01 billion , a 43% increase from $704.4 million , reflecting the company 's acquisition of Emery earlier this year .
wsj_1035_1|The Menlo Park , Calif. , company said net was $7.4 million , or 22 cents a share , down from $32.3 million , or 86 cents a share , a year ago .
wsj_1035_0|Consolidated Freightways Inc. reported a 77% drop in third-quarter net income , citing expected losses in its Emery Worldwide shipping business .
wsj_0542_3|In Delaware Chancery Court litigation , Telerate has criticized Dow Jones for not disclosing that Telerate 's management expects the company 's revenue to increase by 20% annually , while Dow Jones based its projections of Telerate 's performance on a 12% revenue growth forecast .
CNN19980126.1600.1104_10|I think it 's excellent for the company .
CNN19980126.1600.1104_11|But investors are approaching the changes with caution shares of AT and T down nearly four at sixty-one and a half .
wsj_0542_2|The supplement contains various information that has been filed with the Securities and Exchange Commission since Dow Jones launched the offer on Sept. 26 , but it does n 't change the terms and conditions of the offer except to extend its expiration date .
wsj_0542_1|Dow Jones said it extended the offer to allow shareholders time to review a supplement to the Dow Jones tender offer circular that it mailed last Friday .
wsj_1031_3|As of Sept. 30 , Philip Morris had 926 million shares outstanding .
wsj_1031_2|The board is n 't aware of any attempts to take over Philip Morris , the company said .
wsj_1031_1|The giant foods , tobacco and brewing company said it will issue common-share purchase rights to shareholders of record Nov. 8 . Under certain circumstances , the rights would entitle Philip Morris holders to buy shares of either the company or its acquirer for half price .
wsj_1031_0|Philip Morris Cos . , New York , adopted a defense measure designed to make a hostile takeover prohibitively expensive .
wsj_0316_2|Terms call for First Security to issue about 0.55 share of its stock for each Deseret share held , or a total of about 550,000 First Security shares .
wsj_0316_3|It has about 12.3 million shares outstanding .
wsj_0316_0|First Security Corp. said it tentatively agreed to acquire Deseret Bancorp .
wsj_1031_4|In composite trading on the New York Stock Exchange , Philip Morris shares closed yesterday at $43.50 each , down $1 .
wsj_0542_7|Dow Jones has said it believes the $18-a-share price is fair to Telerate 's minority shareholders .
wsj_0786_14|American Medical accepted the offer , meanwhile indicating it had heard from two other suitors .
wsj_1033_5|The unit , which is the holding company for Esselte 's non-Swedish units , accounted for 58% of sales and 71% of operating profit last year .
wsj_1033_4|Esselte AB sold the minority stake five years ago in a $40 million international share offering .
wsj_1033_7|Sales rose 2.9% to $329.2 million from $320 million .
wsj_1033_6|Separately , Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million , or 46 cents a share , from $10.1 million , or 49 cents a share , in the year-ago period .
wsj_1033_1|In New York Stock Exchange composite trading , Esselte closed yesterday at $43.50 a share , up $1 .
wsj_1033_0|Esselte AB , the Stockholm office supplies company , as expected , proposed to acquire the 22% it doesn 't own of its U.S. unit , Esselte Business Systems Inc. The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn 't own , or $213.2 million .
wsj_1033_3|The unit said it can provide no assurance a transaction will occur .
wsj_1033_2|A committee of outside directors for the Garden City , N.Y. , unit is evaluating the proposal ; the parent asked it to respond by Oct. 31 .
CNN19980213.2130.0155_3|Saddam will know by our actions and our warning that we will be prepared to act again if we have evidence he is trying to rebuild his weapons of mass destruction capabilities .
CNN19980213.2130.0155_2|The US military buildup in the Persian gulf continues apace , more planes headed from the united states and senior officials say Iraq 's president Saddam Hussein can expect punishing air strikes to continue well into the future if he does n 't stop building biological and chemical weapons .
CNN19980213.2130.0155_1|Steve Hurst has that .
CNN19980213.2130.0155_0|President Clinton says he is committed to a possible strike against Iraq , despite objections from other countries .
CNN19980213.2130.0155_7|We 're trying to find a diplomatic solution .
CNN19980213.2130.0155_6|President Clinton , meantime , glossed over stern warnings from Moscow on Thursday that US air strikes against Iraq could do serious harm to relations with the Kremlin .
CNN19980213.2130.0155_5|The united states is not authorized to use force before going to the council .
CNN19980213.2130.0155_4|In a bit of television diplomacy , Iraq 's deputy foreign minister responded from Baghdad in less than one hour , saying Washington would break international law by attacking without UN approval .
CNN19980213.2130.0155_9|One contrary view of the issue presented itself to the president as he arrived in Philadelphia later in the day .
CNN19980213.2130.0155_8|And I hope that , whatever happens today , that our relationships with Russia will continue to be productive and constructive and strong , because that 's very important to the future of our peoples .
wsj_0816_0|Some lousy earnings reports whacked the stock market , but bond prices fell only slightly and the dollar rose a little against most major currencies .
wsj_0675_29|Commodities : Dow Jones futures index 129.49 , up 0.27 ; spot index 130.80 , off 0.24 .
wsj_1003_30|National Intergroup is negotiating for the sale of its 50% interest in National Steel to concentrate more fully on drug distribution operations .
wsj_0675_28|Bonds : Shearson Lehman Hutton Treasury index 3406.31 , off 19.29 .
wsj_0124_8|In American Stock Exchange composite trading , Citadel shares closed yesterday at $45.75 , down 25 cents .
AP900815-0044_51|Iraq said it invaded Kuwait because of disputes over oil and money .
AP900815-0044_50|At least 50,000 U.S. troops are expected to be committed to Desert Shield within weeks , including Marines , Army air assault forces , paratroopers and infantry .
AP900815-0044_53|Iraq has 17 million residents , and Kuwait about 1.9 million .
AP900815-0044_52|It accused Kuwait of deliberately slashing Iraqi oil revenues by overproducing oil and driving down prices , among other charges .
wsj_0938_24|Drabinsky and Gottlieb are ' anywhere close ' to arranging financing and that investors will need a solid offer before the stock begins to rise again .
wsj_1038_2|A year ago , Benjamin Franklin had profit of $1.8 million , or 23 cents a share .
wsj_1038_3|In over-the-counter trading yesterday , Benjamin Franklin rose 25 cents to $4.25 .
wsj_1038_0|Benjamin Franklin Federal Savings amp Loan Association said it plans to restructure in the wake of a third-quarter loss of $7.7 million , or $1.01 a share , reflecting an $11 million addition to loan-loss reserves .
wsj_1038_1|The Portland , Ore. , thrift said the restructuring should help it meet new capital standards from the Financial Institution Reform , Recovery and Enforcement Act .
wsj_1038_6|Initially , the company said it will close its commercial real-estate lending division , and stop originating new leases at its commercial lease subsidiary .
wsj_1038_7|Details of the restructuring wo n 't be made final until regulators approve the regulations mandated by the new federal act , the company said .
wsj_1038_4|The company said the restructuring 's initial phase will feature a gradual reduction in assets and staff positions .
wsj_1038_5|The plan may include selling branches , consolidating or eliminating departments , and winding down or disposing of unprofitable units within 18 months .
wsj_0786_11|It received more offers , but the auction was surprisingly won by IMA , which bid $28 a share and asked Mr. Gilleland to stay on as an equity participant .
wsj_0786_10|The following month , the company put itself up for sale .
wsj_0786_13|Then , after extending its offer four times waiting for a congressional tax ruling , IMA early this month lowered its offer to $26.50 a share amid turbulence in the junk bond market .
wsj_0786_12|He indicated that some assets might be sold off to service the debt .
wsj_0786_15|But they never materialized and IMA completed the purchase yesterday .
wsj_0675_23|--- Insurers could see claims totaling nearly $1 billion from the San Francisco earthquake , far less than the $4 billion from Hurricane Hugo .
wsj_0542_5|Telerate shares fell 50 cents on Friday to close at $20 each in New York Stock Exchange composite trading .
wsj_0786_16|Other new board members include John S. Harrison and Mark A. Adley of First Boston , James F. Lyons , William S. Goldberg and Harold S. Handelsman .
wsj_0675_22|--- Kellogg suspended work on a $1 billion cereal plant , indicating a pessimistic outlook by the cereal maker , which has been losing market share .
wsj_0675_25|--- Mobil is cutting back its U.S. oil and gas exploration and production group by up to 15% as part of a restructuring of the business .
wsj_0675_24|--- Nashua strengthened its poison-pill plan after announcing a Dutch firm is seeking to buy up to 25% of the New Hampshire copier company .
wsj_0675_27|Dow Jones industrials 2596.72 , off 17.01 ; transportation 1190.43 , off 14.76 ; utilities 215.86 , up 0.19 .
wsj_1025_0|Sotheby 's Holdings Inc. , the parent of the auction house Sotheby 's , said its net loss for the seasonally slow third quarter narrowed from a year earlier on a leap in operating revenue .
wsj_0675_26|--- Markets --- Stocks : Volume 170,330,000 shares .
wsj_1025_1|The New York-based company reported a third-quarter net loss of $5.1 million , or 10 cents a share , compared with a year-earlier net loss of $6.2 million , or 12 cents a share .
wsj_1025_2|Operating revenue surged 54% in the latest period to $42.9 million from $27.7 million .
wsj_1025_3|The company said 80% of its auction business is usually conducted in the second and fourth quarters , with the current quarter having begun ' extremely well . '
PRI19980205.2000.1890_1|The World 's Nancy Marshall reports on Mr. Blair 's current visit to Washington and the special relationship between the two leaders .
PRI19980205.2000.1890_0|The US is bolstering its military presence in the gulf , as President Clinton discussed the Iraq crisis with the one ally who has backed his threat of force , British prime minister Tony Blair .
PRI19980205.2000.1890_3|Posing for photographers with Clinton , Blair pledged to stand united with the president against Iraq , warning Saddam Hussein that the threat of force is real .
PRI19980205.2000.1890_2|President Clinton rolled out the red carpet for prime minister Blair , welcoming him not only as a close ally , but a close friend .
PRI19980205.2000.1890_5|Washington and London are virtually alone in warning Iraq of military strikes if it does n 't back down on the weapons inspection issue .
PRI19980205.2000.1890_4|The British aircraft carrier invincible is now patrolling the Persian Gulf alongside three US vessels .
PRI19980205.2000.1890_7|For The World I 'm Nancy Marshall in Washington .
PRI19980205.2000.1890_6|President Clinton says he and Blair will stand together not just on Iraq but also on arresting the terrorists suspected of blowing up Pan Am flight one oh three over Scotland .
wsj_0991_4|Total Assets plans and designs computer centers , computer security systems and computer backup systems .
wsj_0187_10|Waertsilae Marine 's bankruptcy proceedings began Tuesday in a Helsinki court .
wsj_0991_2|Revenue was about $4.5 million .
wsj_0991_1|Net income includes an extraordinary gain of about $100,000 from the reversal of bad debt and interest income .
wsj_0991_0|Total Assets Protection Inc. , rebounding from its earlier loss , expects to report earnings from operations of about $200,000 for the third quarter , J.C. Matlock , chairman , said .
wsj_0585_4|The SampP 500 is often used in arbitrage strategies .
wsj_0585_5|The portion of OTC volume attributable to program trading isn 't known , as it is on the New York Stock Exchange , where it amounted to more than 13% in September .
wsj_0585_6|Estimates from traders put it at less than 5% of Nasdaq 's average daily volume of roughly 133 million shares .
wsj_0585_7|Other market-maker gripes : Program trading also causes the Nasdaq Composite Index to lose ground against other segments of the stock market .
wsj_0585_0|Market makers in Nasdaq over-the-counter stocks are adding their voices to the swelling chorus of complaints about program trading .
wsj_0585_1|Their motivation , however , has a strong practical aspect : Program trading is hazardous to their paychecks .
wsj_0585_2|The most controversial form of program trading , stock-index arbitrage , is ' making it tough for traders to make money , ' declares Robert Antolini , head of OTC trading at Donaldson , Lufkin amp Jenrette .
wsj_0585_3|Stock-index arbitrage -- the computer-guided buying and selling of stocks with offsetting trades in stock-index futures to profit from fleeting price discrepancies -- affects the OTC market directly through the 31 stocks included in Standard amp Poor 's 500-stock index .
wsj_0585_8|Because of program trading it is more difficult to trade many OTC stocks without sharp price moves , a condition known as illiquidity .
wsj_0585_9|Moreover , the price volatility that is amplified by program trading is undercutting efforts to woo individual investors back to an OTC market that sorely misses them .
ea980120.1830.0071_18|Diane ?
ea980120.1830.0071_15|This is quite an extraordinary story unfolding here .
ea980120.1830.0071_14|The Pope 's visit is important , but they are also coming home .
ea980120.1830.0071_17|But now we ' re going to go back to New York , where Diane Sawyer has the rest of the news .
ea980120.1830.0071_16|We 'll come back to Havana later in the broadcast .
ea980120.1830.0071_11|Castro has said officially that it 's okay to be enthusiastic .
ea980120.1830.0071_10|Everyone appears to believe that somehow Cuba is going to change .
ea980120.1830.0071_13|Today , hundreds of people from the US began to arrive , including some Cuban Americans who left here when Castro came to power and are returning to Havana for the first time .
ea980120.1830.0071_12|And so , people are increasingly enthusiastic by the day- [ [ NS ] ] Today , Cuban television , which clings to the Communist Party line , actually began to promote its papal coverage .
APW19980227.0487_8|Instead , she turned to her community rabbi in the Jewish West Bank settlement of Beit El and told him about Amir 's statements .
ABC19980114.1830.0611_8|The controller at Boston center tries to raise TWA eight hundred .
ABC19980114.1830.0611_7|It just went down .
ABC19980114.1830.0611_6|Ah , we just saw an explosion up ahead of us here about sixteen thousand feet or something like that .
ABC19980114.1830.0611_5|But a minute and a half later , a pilot from a nearby flight calls in .
ABC19980114.1830.0611_4|TWA 's eight hundred heavy climb and maintain one five thousand leavin- three thousand .
APW19980227.0487_2|She took the stand for more than four hours Friday in a Tel Aviv magistrate 's court .
APW19980227.0487_3|Amir , 27 , is serving a life sentence for the November 1995 assassination of Rabin at a Tel Aviv peace rally .
ABC19980114.1830.0611_1|There 's nothing new on why the plane exploded , but you cannot miss the moment .
ABC19980114.1830.0611_0|In Washington today , the Federal Aviation Administration released air traffic control tapes from the night the TWA Flight eight hundred went down .
APW19980227.0489_8|( aa-kjd )
APW19980227.0489_4|The panel also will look at the exodus of about 2 million Rwanda Hutus to neighboring countries where they lived in U.N.-run refugee camps for 2 1/2 years .
APW19980227.0489_5|The investigation will consider the role of ` ` internal and external forces prior to the genocide and subsequently , and the role of the United Nations and its agencies and the OAU before , during and after the genocide , ' ' the OAU said .
APW19980227.0489_6|The panel will be based in Addis Ababa , and will finish its investigation within a year , it said .
APW19980227.0489_7|It is to be funded by voluntary contributions from within and outside the continent .
APW19980227.0489_0|ADDIS ABABA , Ethiopia ( AP ) _ The Organization of African Unity said Friday it would investigate the Hutu-organized genocide of more than 500,000 minority Tutsis in Rwanda nearly four years ago .
APW19980227.0489_1|Foreign ministers of member-states meeting in the Ethiopian capital agreed to set up a seven-member panel to investigate who shot down Rwandan President Juvenal Habyarimana 's plane on April 6 , 1994 .
APW19980227.0489_2|The assassination touched off a murderous rampage by Hutu security forces and civilians , who slaughtered mainly Tutsis but also Hutus who favored reconciliation with the minority .
APW19980227.0489_3|It also reignited the civil war .
wsj_0670_3|Revenue was $778.6 million .
wsj_0670_2|National Intergroup in the year-ago third quarter earned $22.5 million , or 97 cents a share , including a gain of $18 million from the sale of a steel tube company .
VOA19980303.1600.2745_14|Mark Potach says such members are also intensely attracted to apocalyptical fantasies .
VOA19980303.1600.2745_15|The approach of the year two thousand has many of these groups in a kind of millennial frenzy .
VOA19980303.1600.2745_16|Uh , uh a- they believe , or at least many of them believe , uh that they are approaching the Battle of Armageddon in which they will be pitted against the uh kind of Satanic forces trying to take over the world .
VOA19980303.1600.2745_17|Mr. Potach notes older , more traditional groups like the Ku Klux Klan are also opening new chapters , thanks in part to their ability to use new technologies like the Internet .
VOA19980303.1600.2745_10|The Internet has certainly helped uh hate mongers to organize and uh to feel that they are part of a larger community , even if uh they are essentially uh , you know , angry people sitting in their bedrooms uh all alone .
VOA19980303.1600.2745_11|Uh , in addition , white power racist music has become uh quite popular in certain sectors .
VOA19980303.1600.2745_12|Uh , there are over fifty thousand CDs a year sold with uh lyrics that are quite uh unbelievable .
VOA19980303.1600.2745_13|Many of these new members are joining chapters of the so called Christian Identity Movement which cites Biblical scripture as a foundation for a belief in white supremacy and anti-semitism .
VOA19980303.1600.2745_18|The Federal Bureau of Investigation says it received more than eight thousand reports of hate group crimes last year .
VOA19980303.1600.2745_19|Law enforcement authorities say such reports are likely to increase as police departments are now beginning to more accurately report hate crimes than they have in the past .
wsj_0585_58|Kirschner earned $376,000 on revenue of $14.5 million in the 1988 quarter .
wsj_0585_59|The company blamed a number of factors for the earnings decline , including softer sales of joint-implants .
wsj_0585_52|The stock fell 7/8 Thursday amid concerns over problems discovered with the chip .
wsj_0585_53|Intel told analysts that the company will resume shipments of the chips within two to three weeks .
wsj_0585_50|Intel eased 1/8 to 31 7/8 .
wsj_0585_51|The semiconductor concern said the interruption in shipment of its 80486 computer chip will be brief and have little impact on the company 's earnings .
wsj_0585_56|Kirschner Medical fell 4 to 15 .
wsj_0585_57|The company said its third-quarter earnings will probably be lower than the 16 cents a share it reported last year , despite a rise in the company 's revenue .
wsj_0585_54|Weisfield 's rocketed 9 1/2 to 39 after the jewelry store operator said it is in preliminary discussions , with a party it would n 't identify , regarding the possible acquisition of the company .
wsj_0585_55|Starpointe Savings Bank rose 3 to 20 after the Federal Deposit Insurance Corp. approved Dime Savings Bank of New York 's $21-a-share acquisition of Starpointe .
wsj_0991_3|In the 1988 third quarter , the company posted a net loss of $876,706 , or 22 cents a share , on revenue of about $5.1 million .
wsj_0981_12|The facility will be marketed toward families , and room rates will be between $35 and $55 a night , MGM Grand said .
wsj_0981_13|The prospectus did n 't include many details about the studio and theme park , although conceptual drawings , released this month , show that it may feature several ' themed ' areas similar to those found at parks built by Walt Disney Co.
wsj_0981_10|Construction is set to begin in early 1991 .
wsj_0981_11|The resort will include the MGM Grand Hotel , a multi-spired , castle-like facility that will include 5,000 rooms and 85,000 square feet of casino space .
AP900816-0139_9|` ` Very few ' ' of the 2,500 Americans in occupied Kuwait complied with the order , a senior U.S. official told The Associated Press .
AP900816-0139_8|Iraqi military authorities ordered all Americans and Britons in Kuwait to assemble at a hotel , officials said .
AP900816-0139_1|Bush , commenting on the two-week-old gulf crisis from his vacation home in Maine , said he saw little reason to be optimistic about a settlement of the dispute , which stems from Iraq 's invasion of oil-wealthy Kuwait and its subsequent military buildup on the border of Saudi Arabia .
AP900816-0139_0|The Persian Gulf showdown between Iraq and the United States took a more personal turn Thursday when Iraq 's Saddam Hussein called President Bush a liar and said the outbreak of holy war could bring thousands of Americans home in coffins .
AP900816-0139_3|Bush also said Thursday that King Hussein assured him Jordan would close the last remaining free port to most Iraqi trade as the economic embargo on materials to Iraq continued unabated .
AP900816-0139_2|After a two-hour meeting at his Kennebunkport home with King Hussein of Jordan , Bush said , ` ` I did not come away with any feeling of hope ' ' that Iraq would withdraw its army from Kuwait .
AP900816-0139_5|Pentagon sources in Washington meanwhile said the Bush administration plans to deploy 45,000 Marines to the region to back up the thousands of Army , Navy and Air Force troops already in place in the gulf and the Saudi desert .
AP900816-0139_4|Foodstuffs are among the goods being blocked from entry ; Iraq imports about three-quarters of its food .
AP900816-0139_7|Worries however grew about the safety of Americans and other Westerners trapped in Kuwait .
AP900816-0139_6|At a news conference , Secretary of State James A. Baker III said Jordan ` ` is seeking some guidance ' ' about a provision in the U.N.-backed trade embargo that allows food for humanitarian purposes .
wsj_0610_28|A company spokesman said it was ' possible , but highly unlikely , ' that the plant might never be built .
wsj_0610_29|' As we regain our leadership level where we have been , and as we continue to put new products into the marketplace and need additional capacity , we will look at resuming our involvement with our plan , ' he said .
wsj_0610_24|General Mills , meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity .
wsj_0610_25|A large plant in Covington , Ga. , is to come on line next year .
wsj_0610_26|A Kellogg officer , who asked not to be named , said the Memphis project was ' pulled in for a reconsideration of costs , ' an indication that the ambitious plans might be scaled back in any future construction .
wsj_0610_27|Initial cost estimates for the plant , which was to have been built in phases , ranged from $1 billion to $1.2 billion .
wsj_0610_20|In announcing the plant delay , Kellogg Chairman William E. LaMothe said , ' Cereal volume growth in the U.S. has not met our expectations for 1989 . '
wsj_0610_21|He said construction would n 't resume until market conditions warrant it .
wsj_0610_22|Kellogg indicated that it has room to grow without adding facilities .
wsj_0610_23|The company has five other U.S. plants , including a modern facility at its Battle Creek headquarters known as Building 100 , which is to add bran-processing and rice-processing capacity next year .
wsj_0292_9|Sales rose 6.7% to $4.27 billion from $4 billion .
wsj_0292_8|In the first nine months , profit rose 10% to $313.2 million , or $3.89 a share , from $283.9 million , or $3.53 a share .
wsj_0292_7|In the 1989 period also , interest expense and tax rates were lower than a year ago .
wsj_0324_4|Among them , Home Shopping , QVC and CVN already control most of that young and fast-growing market , which last year had sales of about $1.4 billion .
wsj_0292_5|Newsprint results continued to be depressed , the company added , because of industrywide price discounting .
wsj_0292_4|Those gains came from higher prices , particularly for disposable diapers and tissue products , and from increased sales , primarily for feminine-care products , the company said .
wsj_0324_1|for about $423 million .
wsj_0292_2|Sales rose 6.2% to $1.45 billion from $1.37 billion .
wsj_0292_1|The consumer-products and newsprint company said net rose to $108.8 million , or $1.35 a share , from $90.5 million , or $1.12 a share , a year ago .
wsj_0324_2|QVC agreed to pay $19 and one-eighth QVC share for each of CVN 's 20 million fully diluted shares .
wsj_0583_14|Some of Sansui 's fellow audio-specialty companies , such as Aiwa Co. and Pioneer Electric Corp. , responded to the challenge by quickly bringing out mini-component products of their own , by moving heavily into the booming compact disk businesses or by diversifying into other consumer-electronics fields , including laser disks or portable cassette players .
wsj_0583_15|Sansui was late into the mini-component business and failed to branch into other new businesses .
wsj_0583_16|As the yen soared in recent years , Sansui 's deepening financial problems became a vicious circle .
wsj_0583_17|While competitors moved production offshore in response to the sagging competitiveness of Japanese factories , Sansui lacked the money to build new plants in Southeast Asia .
wsj_0583_10|If the strong yen and the high stock prices of Japanese companies were n 't deterrents enough , webs of cross-shareholdings between friendly Japanese companies and fiercely independent Japanese corporate attitudes repel most would-be acquirers .
wsj_0583_11|Usually when a Japanese company is ready to sell , it has few alternatives remaining , and the grim demeanors of Sansui 's directors at a joint news conference here left little doubt that this was not the company 's finest hour .
wsj_0583_12|Sansui was once one of Japan 's premier makers of expensive , high-quality stereo gear for audiophiles .
wsj_0583_13|But in recent years , the market has moved toward less expensive ' mini-component ' sets , miniaturized amplifiers and receivers and software players that could be stacked on top of each other .
wsj_0583_18|' Our company has not been able to cope very effectively with ' changes in the marketplace , said Ryosuke Ito , Sansui 's president .
wsj_0583_19|But even a Japanese company that looks like a dog may turn out to be a good investment for a foreign concern , some management consultants maintain .
wsj_0158_8|' If I were choosing the people of tomorrow , I would have chosen the people who are now on the board , ' he said .
wsj_0158_9|A Reuters spokesman said the departure reflects ' no change in strategy or profits . '
wsj_0158_2|His appointment to that post , which has senior administrative , staff and policy responsibilities , followed a several-year tenure as Reuters 's editor in chief .
wsj_0158_3|No successor was named , and Mr. Reupke 's duties will be split among three other senior Reuters executives , the company said .
wsj_0158_0|Reuters Holdings PLC said Michael Reupke resigned as general manager to pursue unspecified interests , a move the news organization termed an ' amicable separation . '
wsj_0158_1|Mr. Reupke , 52 years old and a 27-year Reuters veteran , had been the information-services company 's general manager for only six months .
wsj_0158_6|He also rejected reports that his departure stemmed from disappointment the general manager 's post had n 't also led to a board directorship at the London-based news organization .
wsj_0158_7|Mr. Reupke was one of three executives on Reuters 's eight-person executive committee who did n 't also serve on the company 's board of directors .
wsj_0158_4|In a telephone interview , Mr. Reupke said his departure was for ' personal reasons , ' which he declined to specify .
wsj_0158_5|' There is no business reason for my departure , ' nor any disagreement over policy , he added .
wsj_0805_1|The Dearborn , Mich. , energy company stopped paying a dividend in the third quarter of 1984 because of troubles at its Midland nuclear plant .
wsj_0805_0|CMS ENERGY Corp. said management would recommend to its board today that its common stock dividend be reinstated at a ' modest level ' later this year .
wsj_0805_2|In addition , CMS reported third-quarter net of $68.2 million , or 83 cents a share , up from $66.8 million , or 81 cents a share , a year ago .
wsj_1040_5|In New York Stock Exchange composite trading yesterday , Oneida 's shares closed at $18.375 a share , unchanged .
wsj_1040_4|The company has about 8.8 million shares outstanding .
wsj_1040_3|The move rewards shareholders and should improve the stock 's liquidity , Oneida said .
wsj_1040_2|The cash dividend paid on the common stock also will apply to the new shares , the company said .
wsj_1040_1|The Oneida , N.Y. , maker of consumer , food-service and industrial products also declared a quarterly cash dividend of 12 cents a share , with the same payable and record dates .
wsj_1040_0|ONEIDA Ltd. declared a 10% stock dividend , payable Dec. 15 to stock of record Nov. 17 .
wsj_0938_23|asked Pierre Panet-Raymond , an analyst and broker with Toronto securities dealer McDermid St. Lawrence Ltd. Mr. Panet-Raymond said he does n 't think Messrs .
wsj_0938_22|' Where 's the bid ? '
wsj_0938_21|On the Toronto Stock Exchange , Cineplex closed at C$12.875 , off 37.5 Canadian cents , well below the C$16.40 level .
wsj_1042_2|About 1.1 million Class C warrants were issued , the company said .
wsj_1042_5|Avon also said it will issue an additional 243,677 of the Class C warrants to holders of its Class A , Class B and unclassified warrants .
wsj_1042_4|The warrants may be exercised until 90 days after their issue date .
wsj_0938_25|Mr. Drabinsky could n 't be reached for comment .
wsj_1042_6|Issuance of those warrants will be at the rate of one-third warrant for each warrant exercised .
ed980111.1130.0089_2|Yesterday New York governor George Pataki toured five counties that have been declared under a state of emergency .
ed980111.1130.0089_3|He added one more today .
ed980111.1130.0089_0|The lights are out and the heat is off and those vital signs are not likely to change much over the next several days for p- people in parts of the northeastern US and eastern Canada .
ed980111.1130.0089_1|A powerful ice storm continues to maintain its grip .
ed980111.1130.0089_4|Helicopters are flying over northern New York today trying to locate people stranded without food , heat or medicine .
ed980111.1130.0089_5|In Maine , about a half million people still don 't have power and they ' re going to have to live without it for a while .
wsj_0157_1|Under terms of the new proposal , Equus , managed by Equus Capital Corp. , Houston , would pay $12 cash and one new preferred share with a liquidation preference of $1.65 a share for each of Tony Lama 's 2.1 million shares outstanding .
wsj_0157_0|Tony Lama Co. said that Equus Investment II Limited Partnership has proposed changing the offer for the company to $13.65 in cash and stock from an all-cash transaction .
wsj_0157_3|The El Paso , Texas , maker of Western boots and leather accessories said the preferred stock would accrue dividends at a 12% rate , but would n 't be paid for the first two years .
wsj_0157_2|Previously , it offered $13.65 a share in cash , or $29 million .
wsj_0157_5|Neither Equus nor Tony Lama gave a reason for the changed offer and Tony Lama could n 't be reached for comment .
wsj_0157_4|The stock would be redeemed in five years , subject to terms of the surviving company 's debt .
wsj_0157_6|However , Tony Lama said it would promptly submit the offer to a special committee of the company 's board .
AP900815-0044_28|Bush then sent U.S. troops and planes to Saudi Arabia , saying Iraqi troops massed nearby in Kuwait threatened Saudi Arabia and its vast oil reserves .
AP900815-0044_29|Twelve Arab League nations voted for an Arab force to protect Saudi Arabia , with the vanguard of Syria 's contingent arriving Tuesday , according to diplomatic sources in Riyadh , the Saudi capital .
